id,name,maxCopies,rules,unsure,quoteMissing,overridden,reasons,quotes,note
55870497,Burning Bamboo Sword,0,11b,true,false,false,"11b (repeatable): Continuous card can skip Main Phase 1 whenever a Bamboo Sword is activated, in consecutive turns.",11b: You can skip your opponent's next Main Phase 1,11a vs 11b depends on repeat availability.
35011819,By Order of the Emperor,0,10 frequency,true,false,false,"10 (repeatable): Negates activations, no per-turn limit.",10: You can negate the activation,"Draw goes to the negated player, usually the opponent; not counted as rule 5."
6637331,Bystial Druiswurm,0,4,false,false,false,4: Quick Effect from hand that removes a card from the opponent's GY.,4: target 1 LIGHT or DARK monster in either GY; banish it,
33854624,Bystial Magnamhut,0,4,false,false,false,4: Handtrap that banishes a card from the GY.,4: target 1 LIGHT or DARK monster in either GY; banish it,
60242223,Bystial Saronir,0,4,false,false,false,4: Quick Effect from the hand in the opponent's turn that removes a card from the GY.,"4: banish it, and if you do, Special Summon this card from your hand",
11384280,Cannon Soldier,0,6a frequency,false,false,false,"6a (repeatable): Burn with tribute cost, no limit.",6a: inflict 500 damage to your opponent,
14702066,Cannon Soldier MK-2,0,6a frequency,false,false,false,"6a (repeatable): Burn with a Tribute cost (ruling 19), no per-turn limit.",6a: Tribute 2 monsters to inflict 1500 damage to your opponent,
1490690,Canopic Protector,0,7b frequency,false,false,false,"7b (repeatable): Special Summons from the GY, once per Chain.","7b: Special Summon 1 ""Horus"" monster from your hand or GY",
57953380,Card of Safe Return,0,5 frequency,false,false,false,5 (repeatable): Draws a card each time a monster is summoned from the GY.,5: you can draw 1 card,
46848859,Carrierroid,0,10 frequency,false,false,false,10 (repeatable): Negates activations without per-turn limit.,10: negate its activation,
54360049,Catoblepas and the Witch of Fate,0,8 frequency,false,false,false,"8 (repeatable): Can destroy multiple Special Summoned opponent monsters, no once-per-turn limit.",8: destroy that Special Summoned monster(s),
1801154,Centrifugal Field,0,7b frequency,false,false,false,"7b (repeatable): Field Spell Special Summons a Fusion Material from the GY, with no once-per-turn limit.",7b: that player Special Summons that target,
79323590,Chain Energy,0,3.4,false,false,false,"3.4: Continuous cost on summoning/activating from hand, not property-limited.","3.4: Each player must pay 500 Life Points per card to Normal Summon, Special Summon, Set or activate cards from his/her respective hand.",
38264974,Chimera the Illusion Beast,0,9b 10 frequency,false,false,false,"9b: Battle protection. | 10 (repeatable): Trigger after each battle, multiple attacks.",9b: neither can be destroyed by that battle | 10: also negate its effects,
46613515,Clear Kuriboh,0,4 5 10,false,false,false,4: Handtrap negating an effect-damage activation. | 10: Negates an activation. | 5: Draws a card.,4: You can discard this card; negate the activation | 10: negate the activation | 5: draw 1 card,
97811903,Clear Vice Dragon,0,6b 9a stacking,true,false,false,9a: Destruction substitute against effects. | 6b: Doubles ATK in battle.,"9a: If this card would be destroyed by an opponent's card effect, you can discard 1 card instead | 6b: the ATK of this card becomes twice the ATK of the attack target","ATK becomes twice the target's ATK, not its own; unsure if 6b."
6089145,Clear Wall,0,3.4 9b,true,false,false,9b: Battle protection. | 3.4: Continuously imposes another card's restrictions on the opponent.,"9b: Monsters that mention ""Clear World"" cannot be destroyed by battle | 3.4: your opponent receives all effects of ""Clear World""","Floodgate content depends on Clear World's text, which isn't on this card; the monster condition can't be removed by battle."
16197610,Cloudian - Turbulence,0,7b 9b frequency,false,false,false,"9b: Indestructible by battle. | 7b (repeatable): Special Summons a monster from a GY, once per counter with no per-turn limit.",9b: This card cannot be destroyed by battle. | 7b: from either player's Graveyard,
43644025,Cocoon Rebirth,0,7b frequency,false,false,false,"7b (repeatable): Special Summons from GY, no once-per-turn limit.",7b: from either player's Graveyard,
65496056,Codarus,0,8 frequency,false,false,false,8 (repeatable): Removes up to 2 opponent cards.,8: target up to 2 cards your opponent controls; send those targets to the Graveyard,
65830223,Coffin Seller,0,6a frequency,true,false,false,6a (repeatable): Damage triggered by cards sent to GY is primary.,6a: Inflict 300 damage to your opponent,Could be read as a floodgate punishing an action (ruling 4).
56673480,Contract with Don Thousand,0,3.4 5,true,false,false,5: Each player draws. | 3.4: Continuous Spell locks Normal Summons of both players while a Spell is revealed.,5: each draws 1 card | 3.4: that player cannot Normal Summon/Set monsters,Lock is conditional on a revealed Spell; could alternatively be rule 11b (Normal Summon denial).
26257572,Corridor of Agony,0,3.4 10,false,false,false,"10: Continuous negation. | 3.4: Continuous attack lock defined by summon method, which is a game state and not a property.",10: their effects are negated | 3.4: they cannot declare an attack,
58916810,Crackle Blitzclique,0,4,false,false,false,4: Hand-activated effect in opponent's turn that destroys an opponent's monster.,4: You can reveal this card in your hand; destroy that monster,
72664875,Crimson Nova Trinity the Dark Cubic Lord,0,6a 9a frequency,true,false,false,9a: Self-protection from targeting and effect destruction. | 6a (repeatable): Reflects effect damage to the opponent.,"9a: Cannot be targeted, or destroyed by, your opponent's card effects | 6a: Inflict damage to your opponent equal to the damage you took","LP halving on attack declaration treated as battle byproduct (ruling 20), not 6a; reflection trigger has no limit."
56889,Cross-Dimensional Duel,0,6b 7b 9a 9b stacking,false,false,false,7b: Banishes a monster and returns it to the field (flicker). | 6b: Doubles a monster's ATK. | 9a: Destruction substitute against card effects. | 9b: Destruction substitute against battle.,"7b: return that banished monster to the field | 6b: its ATK becomes double its original ATK | 9a: would be destroyed by battle or card effect, you can banish this card from your GY instead | 9b: would be destroyed by battle or card effect, you can banish this card from your GY instead",
99427357,Cyber Angel Natasha,0,7a 7b 10 frequency,false,false,false,"10 (repeatable): Negates attacks, no per-turn limit. | 7b: Revives itself from GY. | 7a: Takes control of an opponent's monster.","10: You can negate the attack | 7b: Special Summon this card, and if you do, take control of that monster | 7a: take control of that monster",
69015963,Cyber-Stein,0,7c frequency,false,false,false,7c (repeatable): Summons a Fusion Monster without materials.,7c: Special Summon 1 Fusion Monster from your Extra Deck,
18967507,Cyberdarkness Dragon,0,10 frequency,false,false,false,10 (repeatable): Negates activations with no once-per-turn limit.,10: negate the activation,
34010534,Cynet Optimization,0,3.4,true,false,false,3.4: Continuous Spell activation lock during battles.,3.4: your opponent cannot activate cards or effects until the end of the Damage Step,Lock applies only when a Code Talker battles; could be 3.2 (attack the monster) or 3.3.
24508238,D.D. Crow,0,4,false,false,false,4: Handtrap that removes an opponent's card from the GY.,"4: You can discard this card to the GY, then target 1 card in your opponent's GY; banish that target.",
58468105,Dangerous Frightfur Nightmary,0,10 frequency,false,false,false,10 (repeatable): Negates targeting effects with no once-per-turn limit.,10: negate that effect,
80071763,Dark Balter the Terrible,0,10 frequency,false,false,false,10 (repeatable): Negates Normal Spells without limit.,10: negate the effect by paying 1000 Life Points,
73452089,Dark Cavalry,0,10 frequency,false,false,false,10 (repeatable): Negates targeting activations with no per-turn limit.,"10: negate the activation, and if you do, destroy it",
98502113,Dark Paladin,0,10 frequency,false,false,false,10 (repeatable): Quick Effect negating Spells with no once-per-turn limit.,10: negate the activation,
16625614,Dark Sanctuary,0,6a 9a 10 frequency,false,false,false,"10 (repeatable): Negates attacks, no per-turn limit. | 6a (repeatable): Damage from a negation is primary (ruling 20). | 9a: Summoned monster is unaffected.","10: negate the attack | 6a: inflict damage to your opponent equal to half the current ATK of that opponent's monster | 9a: it is unaffected by card effects, except ""Destiny Board""",
10131855,Dark World Brainwashing,0,10 frequency,false,false,false,10 (repeatable): Rewrites an effect (ruling 34); continuous trap with no limit.,"10: the activated effect becomes ""Discard 1 random card from your opponent's hand""",
35798491,Darkbishop Archfiend,0,10 frequency,false,false,false,"10 (repeatable): Negates opponent effects targeting Archfiends, no per-turn limit.",10: negate the effect and destroy the opponent's card,
1149109,Deck Lockdown,0,3.4,false,false,false,"3.4: Continuous search and summon lock for both players, not tied to a card property.",3.4: Monsters cannot be Special Summoned from the Main Deck,
2732323,Decoy Dragon,0,7b frequency,false,false,false,7b (repeatable): Special Summons from the GY with no usage limit.,7b: Dragon-Type monster in your Graveyard; Special Summon it,
12079734,Delta Tri,0,5 frequency,false,false,false,5 (repeatable): Draws; triggers per battle destruction.,5: Then draw 1 card,
72426662,"Demise, King of Armageddon",0,8 frequency,false,false,false,8 (repeatable): Destroys all other cards; no once-per-turn limit.,8: destroy all other cards on the field,
8279188,Depth Amulet,0,10 frequency,false,false,false,10 (repeatable): Continuous Trap negates attacks repeatedly.,10: negate the attack,
39131963,Des Counterblow,0,3.4,true,false,false,3.4: Continuous punishment of direct attacks (ruling 4).,3.4: Destroy any monster that inflicts Battle Damage to a player's Life Points by attacking directly,Punishes direct attacks for both players; unclear if floodgate or whether another step applies.
90179822,Despian Comedy,0,4 7b 10,false,false,false,4: Handtrap that negates an opponent's effect. | 10: Negates an effect. | 7b: Special Summons itself from the GY.,4: You can discard this card; negate that effect | 10: negate that effect | 7b: Special Summon this card,
72192100,Desrook Archfiend,0,7b 10 frequency,true,false,false,"10 (repeatable): Negates targeting effects, no limit. | 7b: Revives Terrorking from the GY.","10: negate the effect and destroy the opponent's card | 7b: Special Summon the ""Terrorking Archfiend""",Negation is a dice-based continuous resolution effect; repeatability unclear.
93431862,Destiny HERO - Dunker,0,6a frequency,false,false,false,"6a (repeatable): burn without changing the field, no once-per-turn limit",6a: inflict 500 damage to your opponent,
91800273,Dimension Shifter,0,3.4 4,true,false,false,4: Hand effect in opponent's turn that prevents cards going to the GY. | 3.4: Lasting lock on moving cards to the GY for both players.,"4: You can send this card from your hand to the GY; until the end of the next turn, any card sent to the GY is banished instead | 3.4: until the end of the next turn, any card sent to the GY is banished instead",Lock lasts past this turn but not tied to a card on field; unclear whether rule 3 and rule 4 apply.
92798873,Dinomorphia Rexterm,0,3.1 7b,true,false,false,3.1: Lock depends on comparing opponent's monster ATK with your LP. | 7b: Revives from GY.,"3.1: Your opponent cannot activate the effects of monsters they control that have ATK greater than or equal to your LP | 7b: Special Summon 1 Level 6 or lower ""Dinomorphia"" monster from your GY",Unclear whether LP vs ATK is a comparison of both players' field states (3.1) or 3.2.
84171830,Domain of the True Monarchs,0,3.1,true,false,false,3.1: Extra Deck summon lock based on a comparison of both fields.,"3.1: you are the only player that controls a Tribute Summoned monster, your opponent cannot Special Summon monsters from the Extra Deck","The condition compares both fields (3.1); otherwise 3.2, since it is a Field Spell."
65302903,Dominusteer Rosepamela,0,4,true,false,false,4: Hand effect in opponent's turn that discards a card.,"4: You can reveal this card in your hand; add 1 ""Dominus Purge"" card from your Deck to your hand, then discard 1 card",Unclear if discarding your own card from hand counts as removing a card (ruling 16).
69436288,Doom Kraken,0,4 10,false,false,false,4: Quick Effect from the hand that destroys an opponent's monster outside the Battle Phase. | 10: Negates an attack.,"4: Special Summon this card from your hand, and if you do, return that monster you control to the hand, and if you do that, destroy that opponent's monster | 10: negate that attack",
66395299,Doppelganger,0,6a frequency,false,false,false,6a (repeatable): Reflects damage.,6a: inflict the same amount of damage to your opponent,
64262809,Dragon Ice,0,7b frequency,false,false,false,7b (repeatable): Revives itself from the GY without a once-per-turn limit.,7b: Special Summon this card from your hand or Graveyard,
12381100,Dragon Master Magia,0,7b 7c 10 frequency,false,false,false,"10 (repeatable): Negates activations, up to once per card type per turn. | 7b: Special Summons a monster from the GY. | 7c: Brings an Extra Deck monster to the field without material.","10: You can negate the activation | 7b: from your Extra Deck or GY | 7c: Special Summon 1 ""Blue-Eyes"" monster or 1 ""Chaos"" or ""Black Luster Soldier"" Ritual Monster from your Extra Deck",
94145021,Droll & Lock Bird,0,4,false,false,false,4: Handtrap that prevents the opponent's actions.,4: cards cannot be added from either player's Main Deck to the hand,
56863746,Drytron Meteonis DA Draconids,0,9a 10 frequency,false,false,false,9a: Grants effect-destruction protection to other Drytron monsters. | 10 (repeatable): Negates monster effect activations twice per turn.,9a: cannot be destroyed by your opponent's card effects | 10: negate the activation,
69931927,Earthbound Immortal Chacu Challhua,0,3.4 6a,true,false,false,6a: Burns without changing the field. | 3.4: Continuous attack lock on a monster that cannot be targeted for attacks.,6a: You can inflict damage to your opponent equal to half this card's DEF | 3.4: your opponent cannot conduct their Battle Phase,"Monster cannot be attacked, so 3.2 skipped; self-destroys without a Field Spell, which might count for 3.2."
33537328,Earthbound Immortal Cusillu,0,9b frequency,true,false,false,9b (repeatable): Battle destruction substitute.,"9b: If this card would be destroyed by battle, you can Tribute 1 other monster instead","LP halving happens during battle; treated as byproduct, not 6a."
97268402,Effect Veiler,0,4 10,false,false,false,4: Handtrap that negates an opponent's monster effects outside battle. | 10: Negates monster effects.,4: negate the effects of that face-up monster | 10: negate the effects of that face-up monster,
96570609,Ehther the Heavenly Monarch,0,4,true,false,false,4: Activates from hand in the opponent's turn and banishes/Tributes own cards.,"4: During your opponent's Main Phase, if this card is in your hand: You can banish 1 ""Monarch"" Spell/Trap Card from your Graveyard",Removal of own cards is only cost/Tribute for the Tribute Summon; unclear if ruling 16 applies to costs.
32965616,Elemental Grace Doriado,0,8 10 frequency,false,false,false,"10 (repeatable): Negates Special Summons, no once-per-turn limit. | 8 (repeatable): Can destroy multiple opponent monsters.","10: negate the Summon | 8: negate the Summon, and if you do, destroy that monster(s)",
3635138,Emissaries from Darkness,0,4 7b 8,false,false,false,"4: Hand effect on the opponent's turn that removes cards, not limited to battle. | 8: Destroys up to 2. | 7b: Can Special Summon from the GY.","4: Destroy up to 2 Attack Position monsters your opponent controls | 8: Destroy up to 2 Attack Position monsters your opponent controls | 7b: from your hand, Deck, or GY",
60811211,Emptiness Devouring Xenovader△ Jahannam,0,9b 11b,false,false,false,9b: Battle protection for itself. | 11b: Continuous skip of opponent Draw Phase every turn.,9b: Cannot be destroyed by battle | 11b: Skip both players' Draw Phases,
50078320,Engraver of the Mark,0,4 10,true,false,false,10: Rewrites the opponent's effect (ruling 34). | 4: Handtrap that alters/prevents opponent's declared effect.,10: The card name your opponent declared becomes the card name declared by this effect | 4: You can send this card from your hand to the Graveyard; declare 1 other card name,Unclear whether changing a declared name counts as negation/prevention.
28903523,Eternal Sunshine,0,10 frequency,false,false,false,"10 (repeatable): Negates an opponent's monster's effects, can be used several times per turn.",10: its effects are negated,
5284653,Evilswarm Obliviwisp,0,10 frequency,false,false,false,"10 (repeatable): Negates effects after each battle, no limit.",10: Negate the effects of that monster,
8632967,Evo-Karma,0,3.4,true,false,false,3.4: Continuous activation lock on a Spell.,3.4: your opponent cannot activate cards or effects,Only on certain summons; the lock is not limited by a property of the opponent's cards.
95376428,Extra Net,0,5 frequency,true,false,false,5 (repeatable): Controller can draw each time opponent summons from Extra Deck.,5: Draw 1 card,Both players can use; repeatable without limit.
65861210,Fallen Paradise of the Sacred Beasts,0,5 7b 9a frequency,false,false,false,7b (repeatable): Revives up to thrice per turn. | 5: Draws cards. | 9a (repeatable): Grants partial unaffected protection.,"7b: Special Summon 1 ""Sacred Beast"" monster from your hand, Deck, GY, or banishment | 5: You can draw 2 cards | 9a: it is unaffected by your opponent's activated Spell/Trap effects",
218704,Fenrir,0,11b,false,false,false,11b: Can take the opponent's Draw Phase each turn it destroys a monster by battle.,11b: your opponent skips their next Draw Phase,
52503575,Final Attack Orders,0,3.4,false,false,false,3.4: Continuous position lock on all monsters.,3.4: their battle positions cannot be changed,
64752646,Fire Princess,0,6a frequency,false,false,false,"6a (repeatable): Burn without field change, can trigger repeatedly.","6a: Each time you gain Life Points, inflict 500 damage to your opponent",
94804055,Firewall,0,10 frequency,true,false,false,"10 (repeatable): Negates direct attacks, no per-turn limit.",10: you can negate that monster's attack,Repeatability of this continuous trap's optional negation is uncertain.
79444933,Flame Spirit Ignis,0,6a frequency,false,false,false,6a (repeatable): Primary burn with tribute cost; no once-per-turn.,6a: inflict 100 damage to your opponent for each FIRE monsters in your Graveyard,
80630522,Flower Cardian Paulownia,0,5 10 frequency,false,false,false,10 (repeatable): Negates an attack. | 5 (repeatable): Draws a card.,10: negate the attack | 5: draw 1 card,
55586621,Fortune Lady Dark,0,7b frequency,false,false,false,7b (repeatable): Special Summons from GY without once-per-turn limit.,"7b: Special Summon 1 ""Fortune Lady"" monster from your Graveyard",
55397172,Futsu no Mitama no Mitsurugi,0,7b frequency,false,false,false,"7b (repeatable): Special Summons from the GY, limited only once per Chain.","7b: target 1 Reptile monster in your GY, except ""Futsu no Mitama no Mitsurugi""; Special Summon it",
87902575,Future Visions,0,3.2 7b frequency,true,false,false,7b (repeatable): Banished monster returns to the field; unlimited trigger. | 3.2: Field Spell delays Normal Summons of both players.,7b: Return it to the field in face-up Attack Position | 3.2: Each time a monster is Normal Summoned: Target that monster; banish it.,Floodgate by delay is debatable.
12423762,Gagaga Gardna,0,9b frequency,false,false,false,9b (repeatable): Grants itself battle protection with no once-per-turn limit.,9b: this card cannot be destroyed by that battle,
55063751,"Gameciel, the Sea Turtle Kaiju",0,10 frequency,false,false,false,10 (repeatable): Negates activations without a once-per-turn limit.,10: negate the activation,
64681432,Gandora the Dragon of Destruction,0,8 frequency,false,false,false,8 (repeatable): Board wipe without once-per-turn limit.,8: destroy as many cards on the field as possible,
59019082,"Garoth, Lightsworn Warrior",0,5 frequency,false,false,false,5 (repeatable): Draws cards; trigger has no once-per-turn limit.,5: draw 1 card for each,
61398234,Gate Guardian of Wind and Water,0,7b 10 frequency,false,false,false,"10 (repeatable): negates Spell/Trap effects, twice per turn | 7b: special summons from banishment","10: You can negate that effect | 7b: Special Summon 1 of your banished ""Kazejin"" or ""Suijin""",
8505920,Gate Guardians Combined,0,10 frequency,false,false,false,10 (repeatable): Negates effects up to three times per turn.,10: You can negate that effect,
27970830,Gateway of the Six,0,7b frequency,false,false,false,7b (repeatable): Special Summons from the GY with no once-per-turn limit.,"7b: Target 1 ""Shien"" Effect Monster in your GY; Special Summon that target.",
88931417,Gatling Ogre,0,6a frequency,false,false,false,"6a (repeatable): Burn paid by own cost, usable thrice per turn.",6a: inflict 800 damage to your opponent for each,
69243722,Gem-Knight Emerald,0,7b frequency,false,false,false,7b (repeatable): Special Summons a Fusion Monster from the GY.,7b: Special Summon it from the Graveyard,
67688478,Gemini Imps,0,4 5 10,false,false,false,4: Handtrap that negates an opponent's action. | 10: Negates an activation. | 5: Draws a card.,4: You can send this card from your hand to the Graveyard; negate the activation | 10: negate the activation | 5: Then draw 1 card,
15605085,Genex Solar,0,6a frequency,false,false,false,6a (repeatable): Damage triggered by sending to GY is primary; no limit (ruling 36).,"6a: Inflict 500 damage to your opponent each time a face-up ""Genex"" monster you control is sent to the Graveyard",
73642296,Ghost Belle & Haunted Mansion,0,4 10,false,false,false,4: Handtrap negating opponent's activation. | 10: Negates an activation.,4: You can discard this card; negate that activation | 10: negate that activation,
52038441,Ghost Mourner & Moonlit Chill,0,4 6a 10,true,false,false,"4: Handtrap negating an opponent's monster. | 10: Negates effects. | 6a: Damage on leaving the field, not necessarily destruction.","4: You can discard this card, then target 1 of those face-up monsters; negate its effects | 10: negate its effects until the end of this turn | 6a: its controller takes damage equal to its original ATK",6a vs byproduct unclear when the monster leaves by destruction.
59438930,Ghost Ogre & Snow Rabbit,0,4,false,false,false,4: Handtrap that destroys an opponent's card.,4: You can send this card from your hand or field to the GY; destroy that card on the field,
62015409,Ghost Reaper & Winter Cherries,0,4,false,false,false,4: Handtrap that removes opponent cards from the Extra Deck.,4: banish all cards in their Extra Deck with the same name as that revealed card,
43218406,"Gizmek Okami, the Dreaded Deluge Dragon",0,8 frequency,false,false,false,8 (repeatable): Mass destruction without once-per-turn limit.,8: destroy all monsters on the field that were Special Summoned from the Extra Deck,
27346636,Gladiator Beast Heraklinos,0,10 frequency,false,false,false,10 (repeatable): Negates Spell/Trap activations with no once-per-turn limit.,10: negate the activation and destroy it,
29357956,Gladiator Beast Nerokius,0,3.4 9b,false,false,false,"9b: Self battle protection. | 3.4: Lock on a battle-indestructible monster, not property-limited (ruling 11).",9b: Cannot be destroyed by battle | 3.4: your opponent cannot activate cards or effects until the end of the Damage Step,
99877698,Gravekeeper's Cannonholder,0,6a frequency,false,false,false,"6a (repeatable): Direct damage with Tribute cost, no per-turn limit.",6a: inflict 700 damage to your opponent,
16762927,Gravekeeper's Servant,0,3.4,false,false,false,3.4: Continuous cost on all attacks from a Spell.,3.4: Your opponent must send 1 card from the top of their Deck to the Graveyard to declare an attack,
98715423,Gravekeeper's Trap,0,3.4,false,false,false,3.4: Continuous GY lock not tied to a monster or card property.,"3.4: your opponent cannot activate the effects of cards in the GY, or Special Summon monsters from the GY",
26084285,Gravekeeper's Watcher,0,4 10,false,false,false,4: A handtrap that negates the opponent's activation. | 10: Negates an activation.,4: send this card from your hand to the Graveyard; negate the activation | 10: negate the activation,
89405199,Greed,0,3.4,true,false,false,3.4: Continuous punishment of drawing (ruling 4).,"3.4: Each time a player draws cards because of a card effect, they take 500 damage",Punishes both players' effect draws; floodgate vs. 6a.
90502999,Ground Collapse,0,3.4,false,false,false,3.4: Zone lock.,3.4: Neither player can use the selected zones.,
24215921,Gruesome Grave Squirmer,0,4 7b,false,false,false,"4: Quick hand effect that destroys another card (own, ruling 16). | 7b: Revives from the GY.","4: then you can destroy 1 ""Yubel"", or 1 monster that mentions it, in your Monster Zone | 7b: Special Summon 1 Fiend monster with 0 ATK/DEF from your hand or GY",
51043053,Heliosphere Dragon,0,3.4,false,false,false,"3.4: Attack lock on a monster that cannot be attacked, not property-limited.",3.4: your opponent cannot declare an attack,
60880471,Hellebore the Rikka Fairy,0,4 7b 10,false,false,false,4: Handtrap negating an opponent's effect. | 10: Negates an effect. | 7b: Revives itself from the GY.,4: You can Tribute this card from your hand or face-up field; negate that effect | 10: negate that effect | 7b: Special Summon this card in Defense Position,
47025270,Helping Robo for Combat,0,5 frequency,false,false,false,"5 (repeatable): Draws a card after battle destruction, no once-per-turn.",5: Draw 1 card,
